sender_email,sender_name,recipient_email,recipient_name,date_sent,subject
,,,,11 Jul 2005,FROM THE DESK OF MR. SICHUAN TONGHUI
,,,,11 Jul 2005,FROM THE DESK OF MR. SICHUAN TONGHUI
,,,,12 Jul 2005,PLEASE CAN YOU ASSIST?
,,,,12 Jul 2005,PLEASE CAN YOU ASSIST?
,,,,13 Jul 2005,CONGRATULATION.
,,,,14 Jul 2005,PLEASE  READ!!!  It is for your Financial Prosperity
,,,,,Urgent Response Required
,,,,15 Jul 2005,From aida
,,,,16 Jul 2005,FROM THE DESK OF MR ISIAKA AKIDA
,,,,17 Jul 2005,=?iso-8859-2?Q?RIGHT_OF_REPLY?=
,,,,18 Jul 2005,"Hello, Please Treat ASAP."
,,,,18 Jul 2005,"Hello, Please Treat ASAP."
,,,,19 Jul 2005,Can You Do Business With Me.
,,,,19 Jul 2005,Pls Reply
,,,,19 Jul 2005,pravite business proposal
,,,,20 Jul 2005,Joint Business With You In Your Country
,,,,20 Jul 2005,read please
,,,,21 Jul 2005,Thanks for your help.
,,,,21 Jul 2005,HELLO!!!
,,,,22 Jul 2005,letter for business
,,,,23 Jul 2005,MUTUAL  BENEFIT
,,,,23 Jul 2005,ARE  YOU  INTRESTED ?
,,,,23 Jul 2005,ARE  YOU  INTRESTED ?
,,,,23 Jul 2005,IN GOOD FAITH
,,,,23 Jul 2005,IN GOOD FAITH
,,,,24 Jul 2005,letter for business
,,,,25 Jul 2005,CONSIDERATION
,,,,26 Jul 2005,ENQUIRY
,,,,26 Jul 2005,VERY IMPORTANT 
,,,,27 Jul 2005,Urgent Respond
,,,,27 Jul 2005,=?iso-8859-2?Q?I_NEED_YOUR_HELP?=
,,,,,Dear Good Friend.
,,,,,Good day my Dear Friend
,,,,,Next of Kin
,,,,27 Jul 2005,PLEASE UPDATE ME
,,,,27 Jul 2005,VERY URGENT
,,,,27 Jul 2005,MRS.LARISA NITSKAYAA
,,,,,GOOD DAY !
,,,,,Urgent  Response
,,,,1 Aug 2005,BE OUR REPRESENTATIVE. 
,,,,1 Aug 2005,COMPANY REPRESENTATIVE NEEDED URGENT.
,,,,2 Aug 2005,Assalaamoualaykoum!!
,,,,2 Aug 2005,Assalaamoualaykoum!!
,,,,03 Aug 2005,Good Day.
,,,,3 Aug 2005,Treat Urgent Please
,,,,3 Aug 2005,Treat Urgent Please
,,,,3 Aug 2005,Attn:Trusting you for our mutual benefit.....
,,,,,Acknowledge Receipt.
,,,,8 Aug 2005,From  Kenneth  Malfred
,,,,09 Aug 2005,MY PURPOSE OF MAILING YOU !!!!!! . 
,,,,09 Aug 2005,Thanks For Your Concern
,,,,10 Aug 2005,MUTUAL ASSISTANCE 
,,,,11 Aug 2005,can we work together
,,,,12 Aug 2005,MR LEONARD OKOBI
,,,,12 Aug 2005,MR LEONARD OKOBI
,,,,13 Aug 2005,CAN YOU ASSIST?
,,,,13 Aug 2005,CAN YOU ASSIST?
,,,,14 Aug 2005,GOOD NEWS
,,,,16 Aug 2005,PLEASE GET BACK TO ME
,,,,16 Aug 2005,Respond Soonest!
,,,,17 Aug 2005,"FROM:MR.MOSES PARAISO,"
,,,,17 Aug 2005,best regards
,,,,17 Aug 2005, assistance
,,,,17 Aug 2005,17 August 2005
,,,,18 Aug 2005,write back
,,,,21 Aug 2005,"PRAISE ALLAH, THE MOST BENEVOLENT"
,,,,21 Aug 2005,write back
,,,,22 Aug 2005, VERY   URGENT
,,,,23 Aug 2005,urgent proposal
,,,,24 Aug 2005,MR. ANDRE KOFFI REPLY ME BACK
,,,,24 Aug 2005,ABSA Bank Limited
,,,,24 Aug 2005,Business inestment
,,,,24 Aug 2005,We are searching for representatives
,,,,24 Aug 2005,for assistant
,,,,27 Aug 2005,Pleased to meet you !
,,,,28 Aug 2005,Personal
,,,,29 Aug 2005,PLEASE KINDLY ASSIST US.
,,,,29 Aug 2005,PLEASE KINDLY ASSIST US.
,,,,31 Aug 2005,REQUEST INVESTMENT
,,,,31 Aug 2005,Urgent
,,,,31 Aug 2005,FUND TRANSFER.
,,,,01 Sep 2005,compliment's
,,,,1 Sep 2005,much regards
,,,,2 Sep 2005,Reply Mr Yousf Amhed
,,,,06 Sep 2005,I NEED YOUR URGENT REPLY.
,,,,,MRS.LARISA NITSKAYAA
,,,,,URGENT BUSINESS RELATIONSHIP 
,,,,,FELIX TAYLOR
,,,,8 Sep 2005,My request to you
,,,,8 Sep 2005,My request to you
,,,,09 Sep 2005,From Dr. Abraham Maliba
,,,,09 Sep 2005,hot vacancy
,,,,09 Sep 2005,hot vacancy
,,,,10 Sep 2005,Are You Interesting?.
,,,,10 Sep 2005,Are You Interesting?.
,,,,10 Sep 2005,Are You Interesting?.
,,,,10 Sep 2005,Are You Interesting?.
,,,,10 Sep 2005,From Portugal & Urgent Reply Needed.
,,,,11 Sep 2005,Invitation For Partnership 
,,,,13 Sep 2005,Urgent Attention.
,,,,14 Sep 2005,MANY THANKS
,,,,14 Sep 2005,BUSINESS PROPOSAL
,,,,,PLEASE CALL ME NOW
,,,,14 Sep 2005,Greeting in the name of our lord Jesus Christ.
,,,,18 Sep 2005,CONFIDENTIAL
,,,,18 Sep 2005,Mike Charles
,,,,19 Sep 2005,PROPOSITION'D INVESSTIMENT
,,,,20 Sep 2005,DEAR BELOVED
,,,,20 Sep 2005,Please dear Can You Stand On My Behalf?
,,,,20 Sep 2005,RE TREAT AS URGENT
,,,,20 Sep 2005,STAND AS THE NEXT OF KIN TO MY LATE CLIENT...?
,,,,20 Sep 2005,
,,,,21 Sep 2005,resquest of admission
,,,,22 Sep 2005,GOOD NEWS
,,,,,ANTHONY ELUMELU
,,,,23 Sep 2005,PLEASE CAN YOU ASSIST?
,,,,23 Sep 2005,Revision to Your Amazon.com Information
,,,,24 Sep 2005,MRS DEBORAH WILLIAMS
,,,,23 Sep 2005,CONTACT ME
,,,,23 Sep 2005,CONTACT ME
,,,,23 Sep 2005,CONTACT ME
,,,,23 Sep 2005,PLEASE DEAR CAN YOU STAND ON MY BEHALF?
,,,,25 Sep 2005,FROM AUDITOR DR CHARAK
,,,,25 Sep 2005,FROM AUDITOR DR CHARAK
,,,,26 Sep 2005,URGENT CALL FOR ASSISTANCE FROM MRS TAYLOR
,,,,26 Sep 2005,U.S. BankX Fraud Verification Process
,,,,26 Sep 2005,I AWAIT YOUR RESPONSE.
,,,,27 Sep 2005,INVESTMENT REQUEST
,,,,27 Sep 2005,INVESTMENT REQUEST
,,,,27 Sep 2005,INVESTMENT REQUEST
,,,,27 Sep 2005,INVESTMENT REQUEST
,,,,28 Sep 2005,CHARITY
,,,,28 Sep 2005,Greetings
,,,,28 Sep 2005,Mike Charles
,,,,28 Sep 2005,AUDIENCE 
,,,,29 Sep 2005,REQUEST FOR PARTNERSHIP
,,,,30 Sep 2005,FROM  JOHN
,,,,30 Sep 2005,PLEASE CAN YOU STAND ON MY BEHALF?
,,,,3 Oct 2005,GREETINGS FROM U.A.E
,,,,,REPRESENTATIVE IS NEEDED URGENT
,,,,04 Oct 2005,NIGERIA INVESTIGATION DEPARTMENT 
,,,,,WITH DUE RESPECT
,,,,5 Oct 2005,Amah. (Urgent)
,,,,,GOLD OFFER
,,,,,GREETINGS FROM ENGR.PETERSIDE DOUGLAS
,,,,07 Oct 2005,Greetings from Mr.Albert
,,,,,Greetings...From Rabi
,,,,,Greetings...From Rabi
,,,,8 Oct 2005,Greetings...From Rabi
,,,,8 Oct 2005,Greetings...From Rabi
,,,,2 Oct 2005,much regards
,,,,,CONTACT MY LAWYER IF YOU ARE WILLING TO ASSIST!!!
,,,,10 Oct 2005,I need help from you
,,,,,From Donald 
,,,,11 Oct 2005,GET BACK TO ME
,,,,10 Oct 2005,GREETINGS
,,,,11 Oct 2005,your urgent response is needed
,,,,11 Oct 2005,Sincere Assistance Needed
,,,,14 Oct 2005,From Mr.Sullivan
,,,,14 Oct 2005,PLEASE CALL ME +27 73 211 28 66 ($12 million dollars investment proposal)
,,,,13 Oct 2005,write back
,,,,13 Oct 2005,write back
,,,,10 Jan 2005,Business Proposal
,,,,16 Oct 2005,Confidential and Urgent matter
,,,,17 Oct 2005,FROM YOKUS OIL
,,,,18 Oct 2005,GREETINGS FROM REZA
,,,,17 Oct 2005,GREETINGS FROM REZA
,,,,21 Oct 2005,INVESTMENT ENQUIRIES.
,,,,21 Oct 2005,Mr James Duncan
,,,,22 Oct 2005,"Inquire,"
,,,,24 Oct 2005,HELLO FRIEND.
,,,,24 Oct 2005,YOUR URGENT RESPONSE IS NEEDED
,,,,24 Oct 2005,Very urgent
,,,,25 Oct 2005,MISS AISHA  JOHNSON
,,,,25 Oct 2005,MISS AISHA  JOHNSON
,,,,24 Oct 2005,Hello from Angela
,,,,27 Oct 2005,Hello
,,,,27 Oct 2005,Hello
,,,,22 Aug 2005,GOOD DAY
,,,,30 Oct 2005,Mr.Ben Otutu.
,,,,30 Oct 2005,PLEASE CAN YOU ASSIST?
,,,,,Mrs.Vivian Karefa 
,,,,31 Oct 2005,URGENT REPLY NEEDED
,,,,31 Oct 2005,URGENT REPLY NEEDED
,,,,31 Oct 2005,From Mrs. Fatima Rasheed.
,,,,31 Oct 2005,GOOD MORNING 
,,,,,Thanks for your kind reply.
,,,,01 Nov 2005,GOOD DAY
,,,,1 Nov 2005,ur attention
,,,,1 Nov 2005,ur attention
,,,,3 Nov 2005,HELLO
,,,,04 Nov 2005,I NEED YOUR ATTENTION.
,,,,04 Nov 2005,Urgent reply needed. 
,,,,04 Nov 2005,Urgent reply needed. 
,,,,,In Good Faith
,,,,,In Good Faith
,,,,5 Nov 2005,"INQUIRE,"
,,,,06 Nov 2005,family in need of  assistance
,,,,6 Nov 2005,REQUEST YOUR ASISTANCE
,,,,8 Nov 2005,MESSAGE
,,,,6 Nov 2005,"My Dearest One,"
,,,,09 Nov 2005,Reply
,,,,09 Nov 2005,ATTN:Respond Urgently !
,,,,9 Nov 2005,Re:response
,,,,10 Nov 2005,FROM DUBAI CHAMBER OF COMMERCE
,,,,10 Nov 2005,YOUR URGENT ATTENTION IS NEDDED
,,,,10 Nov 2005,"Dear,"
,,,,10 Nov 2005,Prof Charles Soludo. 
,,,,11 Nov 2005,GET BACK TO ME.
,,,,11 Nov 2005,GET BACK TO ME.
,,,,11 Nov 2005,Prof Charles Soludo. 
,,,,11 Nov 2005,Respect  Fully From Mr Yaya Diouf & Sister
,,,,13 Nov 2005,ASSISTANCE FOR FORIEGN INVESTMENT
,,,,14 Nov 2005,Mr William
,,,,14 Nov 2005,ASSISTANCE REQUIRED FOR ACQUISITION OF ESTATE IN YOUR COUNTRY.
,,,,14 Nov 2005,I NEED YOUR ASSISTANT
,,,,15 Nov 2005,PLEASE YOUR REPLY IS NEEDED
,,,,15 Nov 2005,URGENT
,,,,16 Nov 2005,Greeting  from henry.
,,,,17 Nov 2005,From vivian mutan
,,,,17 Nov 2005,From vivian mutan
,,,,17 Nov 2005,KINDNES NEEDED.
,,,,18 Nov 2005,PLEASE MY DEAR FRIEND IT IS VERY URGENT
,,,,18 Nov 2005,REQUEST FOR INVESTMENT 
,,,,19 Nov 2005,PLEASE CONTACT MY LAWYER NOW
,,,,,INVESTMENT  PROPOSAL
,,,,1 Jan 1998,INDICATE YOUR INTEREST.
,,,,20 Nov 2005,Prof Charles Soludo.
,,,,20 Nov 2005,Please Acknowledge
,,,,21 Nov 2005,AN ASSISTANCE
,,,,21 Nov 2005,Miss Julian Zanna.
,,,,21 Nov 2005,I NEED YOUR URGENT ASSITANCE.
,,,,22 Nov 2005,Your Wish.
,,,,22 Nov 2005,hello dear
,,,,23 Nov 2005,FAMILY BUSINESS PROPOSAL
,,,,23 Nov 2005,US REP
,,,,23 Nov 2005,PROPOSITION
,,,,23 Nov 2005,ASSISTANCE
,,,,23 Nov 2005,MR GREGG CESAR
,,,,24 Nov 2005,ASSISTANCE  FROM  YOU.
,,,,24 Nov 2005,ASSISTANCE  FROM  YOU.
,,,,24 Nov 2005,ASSISTANCE  FROM  YOU.
,,,,24 Nov 2005,ASSISTANCE  FROM  YOU.
,,,,24 Nov 2005,"PAYMENT AUTHENTICATION..,"
,,,,25 Nov 2005,PRPOSITION
,,,,,REPLY ME
,,,,1 Jan 1998,GOODDAY PLS HELP MARSHALL KINGSMAN & SISTER
,,,,27 Nov 2005,PLEASE RESPOND !
,,,,27 Nov 2005,AWAIT RESPONSE
,,,,27 Nov 2005,AWAIT RESPONSE
,,,,27 Nov 2005,AWAIT RESPONSE
,,,,28 Nov 2005,Assistance 
,,,,28 Nov 2005,Urgent  Response
,,,,29 Nov 2005,THANK YOU
,,,,29 Nov 2005,FROM AUDITOR DR CHARAK
,,,,29 Nov 2005,FROM AUDITOR DR CHARAK
,,,,28 Nov 2005,YOUR URGENT RESPONSE IS NEEDED.
,,,,29 Nov 2005,MY DEAR BELOVED !!!
,,,,29 Nov 2005,MY DEAR BELOVED !!!
,,,,29 Nov 2005,MY DEAR BELOVED !!!
,,,,29 Nov 2005,Business Proposal.
,,,,29 Nov 2005,Business Proposal.
,,,,29 Nov 2005,FROM Accountant David
,,,,29 Nov 2005,INVESTMENT ASSISTANCE.
,,,,1 Dec 2005,Compliment of the day
,,,,1 Dec 2015,REPLY
,,,,3 Dec 2005,Good To  Meet You I Need Your Help
,,,,05 Dec 2005,feedback
,,,,05 Dec 2005,feedback
,,,,5 Dec 2005,Nation Wide Finance
,,,,6 Dec 2005,HOPE TO HEAR FROM YOU .
,,,,,I AM LOOKING FOR HONEST BUSINESS PATNER
,,,,7 Dec 2005,From Mr.David heskey..
,,,,7 Dec 2005,Hello.
,,,,1 Dec 2005,PLEASE GET BACK TO ME
,,,,7 Dec 2005,FOR YOUR PERUSAL
,,,,,SIGMOD/PODS 2006
,,,,10 Dec 2005,urgent 
,,,,12 Dec 2005,Swift Response...
,,,,12 Dec 2005,cry  for  help
,,,,12 Dec 2005,Mrs. Comfort Usman Wase
,,,,12 Dec 2005,GOOD  DAY!!!
,,,,12 Dec 2005,Mr.Ben Otutu.
,,,,13 Dec 2005,BONJOUR
,,,,14 Dec 2005,From Dr.Michael Kaba.
,,,,15 Dec 2005,URGENT CONTACT
,,,,15 Dec 2005,Mrs. Comfort Usman Wase
,,,,16 Dec 2005,Quick response needed from Aisha Mohammed.  
,,,,15 Dec 2005,GOOD DAY
,,,,,URGENT  ASSIST  NEEDED
,,,,19 Dec 2005,BUSINESS PROPOSAL
,,,,19 Dec 2005,FROM MRS SHARONABED
,,,,21 Dec 2005,Bonjour
,,,,,From Nicholas  Mavis   Please Call Me  +225 0723 6068
,,,,21 Dec 2005, From Nicholas Mavis
,,,,22 Dec 2005,FROM MR ROBIN QUEST 
,,,,22 Dec 2005,"investment partnership,"
,,,,22 Dec 2005,PROPOSITION
,,,,23 Dec 2005,PLEASE READ!!
,,,,23 Dec 2005,"My dearest in Christ,"
,,,,24 Dec 2005,Charity Funds / Trustee Needed
,,,,25 Dec 2005,CRY FOR HELP
,,,,25 Dec 2005,CRY FOR HELP
,,,,25 Dec 2005,BESOIN DE VOTRE ASSISTANCE SINCERE
,,,,29 Dec 2005,urgent responds needed
,,,,28 Dec 2005,MUCH REGARDS
,,,,28 Dec 2005,MUCH REGARDS
,,,,28 Dec 2005,MUCH REGARDS
,,,,8 Dec 2005,INVITATION TO ACT AS NEXT OF KIN 
,,,,29 Dec 2005,URGENT REPLY NEEDED
,,,,29 Dec 2005,URGENT   RESPOUNCE.
,,,,30 Dec 2005,From The Desk Of Dr Solomon Richards
,,,,01 Jan 2006,Greetings From Dubai
,,,,01 Jan 2006,YOURS IN CHRIST
,,,,3 Jan 2006,"Good Day, Patrick Gabo."
,,,,03 Jan 2006,
,,,,4 Jan 2006,PROPOSITION
,,,,04 Jan 2006,GOOD DAY
,,,,04 Jan 2006,GOOD DAY
,,,,4 Jan 2006,YOUR  WISH  PLS.........
,,,,,business proposal.
,,,,5 Jan 2006,SABAAH AL-KHAYR.
,,,,5 Jan 2006,SABAAH AL-KHAYR.
,,,,6 Jan 2006,YOUR WISH PLS...............
,,,,06 Jan 2006,from  coleman
,,,,6 Jan 2006,From Ms Johana
,,,,8 Jan 2006,please reply urgent
,,,,8 Jan 2006,please reply urgent
,,,,8 Jan 2006,PROPOSITION
,,,,10 Jan 2006,GOOD DAY
,,,,10 Jan 2006,GOOD DAY
,,,,11 Jan 2006,Business Transactions
,,,,12 Jan 2006,CAN I TRUST YOU.. 
,,,,13 Jan 2006,Greetings From Mrs James Mason
,,,,13 Jan 2006,"WITH LOVE IN God bless you in God i trust ,"
,,,,12 Jan 2006,URGENT REPLY NEEDED
,,,,13 Jan 2006,CHARLES ET LILIAN ANTHONY
,,,,13 Jan 2006,Mrs. Jocelyn Jones
,,,,,GOD BLESS YOU FROM MRS. ELENA OWEN
,,,,,GOD BLESS YOU FROM MRS. ELENA OWEN
,,,,14 Jan 2006,TRUSTEE
,,,,14 Jan 2006,Greeting from;  Phiri Aboa
,,,,14 Jan 2006,Hello From Senegal
,,,,14 Jan 2006,Happy New Year with this transaction
,,,,14 Jan 2006,Happy New Year with this transaction
,,,,16 Jan 2006,MRS.SUZANA NUHAN VAYE
,,,,16 Jan 2006,MRS.SUZANA NUHAN VAYE
,,,,16 Jan 2006,REPLY ASAP
,,,,16 Jan 2006,
,,,,16 Jan 2006,Ken Quattara.
,,,,16 Jan 2006,Ken Quattara.
,,,,17 Jan 2006,GREETINGS FROM TOGO
,,,,17 Jan 2006,From Mr. Smith Anderson.
,,,,17 Jan 2006,From Mr. Smith Anderson.
,,,,17 Jan 2006,From Mr. Smith Anderson.
,,,,18 Jan 2006,ASAP
,,,,18 Jan 2006,Unlock Your Account
,,,,19 Jan 2006,"INVESTMENT NEGOTIATION TO THE M/D "" "
,,,,19 Jan 2006,Urgent Message From Mrs.Villaran Mario Nenita 
,,,,19 Jan 2006,urgent reply needed
,,,,19 Jan 2006,HELLO
,,,,,
,,,,20 Jan 2006,From Mr.John Mmadu
,,,,,
,,,,,
,,,,21 Jan 2006, REQUEST FOR URGENT BUSINESS RELATIONSHIP  !!!
,,,,21 Jan 2006,From Mr. NESTERUK ANDRIY
,,,,22 Jan 2006,
,,,,22 Jan 2006,"""Assistance.."
,,,,,CONFIDENTIAL PROPOSAL
,,,,,URGENT....
,,,,,GOOD DAY
,,,,,GOOD DAY
,,,,24 Jan 2006,URGENT!!!
,,,,26 Feb 2006,"INVESTMENT NEGOTIATION TO THE M/D "" "
,,,,25 Jan 2006,PLS URGENT REPLY NEEDED
,,,,,Miss Ruth.
,,,,25 Jan 2006,"COMPLIMENT,FROM MRS VICTORIA FATOU SANKOH"
,,,,26 Jan 2006,urgent offer...
,,,,26 Jan 2006,BUSINESS PROPOSAL AND INVESTMENT IN YOUR COUNTRY
,,,,27 Jan 2006,PLEASE ASSIST ME
,,,,27 Jan 2006,PLEASE  HELP
,,,,27 Jan 2006,HELP PLEASE
,,,,28 Jan 2006,ATTENTION  PLEASE  !!
,,,,28 Jan 2006,GOOD DAY
,,,,28 Jan 2006,ATTENTION PLEASE
,,,,28 Jan 2006,From The Director of Integrated Finance (Bank of Scotland)/ Reply soon.
,,,,28 Jan 2006,S.E.M PAUL ANTOINE BOHOUN BOUABRE
,,,,,CALL FOR HELP
,,,,28 Jan 2006,GOOD DAY SIR
,,,,,From MissTerasa Kouesssi
,,,,,I WILL  LIKE TO HEAR  FROM  YOU
,,,,30 Jan 2006,I need Your Assistant
,,,,30 Jan 2006,How are you?
,,,,,FROM MICHEAL GUEI
,,,,30 Jan 2006,"Urgent Attention,"
,,,,30 Jan 2006,URGENT.TOP SECRET & CONFIDENTIAL (Mueller) 
,,,,31 Jan 2006,FROM=Nzanga Joseph Mobutu
,,,,01 Feb 2006,INVITATION FOR PARTNERSHIP
,,,,01 Feb 2006,I NEED YOUR URGENT ASSISTANCE
,,,,,kindly assist me
,,,,,kindly assist me
,,,,03 Feb 2006,EARLIEST RESPONS..
,,,,3 Feb 2006,Assistance From You.
,,,,3 Feb 2006,Assistance From You.
,,,,3 Feb 2006,From the Auditor 
,,,,3 Feb 2006,Assistance From You.
,,,,3 Feb 2006,From the Auditor 
,,,,3 Feb 2006,Assistance From You.
,,,,03 Feb 2006,please get back to me.
,,,,03 Feb 2006,please get back to me.
,,,,,PLEASE CAN YOU HONESLY ASSIST US 
,,,,3 Feb 2006,Assistance From You.
,,,,,FROM DR.ERIC MORGAN
,,,,,FROM DR.ERIC MORGAN
,,,,4 Feb 2006,James Jonbo
,,,,4 Feb 2006,Assistance From You.
,,,,4 Feb 2006,Assistance From You.
,,,,5 Feb 2006,Assistance From You.
,,,,05 Feb 2006,"Dear Friend, "
,,,,6 Feb 2006,CONFIDENTIAL BUSINESS PROPOSAL(HELP)
,,,,06 Feb 2006,PLEASE WE  NEED YOUR ASSISTANCE.
,,,,,From Dr.Derrick Springs.
,,,,,GOOD DAY
,,,,07 Feb 2006,URGENT TRANSACTION
,,,,07 Feb 2006,URGENT TRANSACTION
,,,,7 Feb 2006,FROM MR.THOMPSON
,,,,7 Feb 2006,URGENT ASSISTANCE LETTER 
,,,,07 Feb 2006,Thank you
,,,,8 Feb 2006,URGENT  RESPONSE NOT JUNK MAIL
,,,,08 Feb 2006,"Bonjour,"
,,,,08 Feb 2006,Urgent Assistant
,,,,08 Feb 2006,Urgent Assistant
,,,,9 Feb 2006,GOOD  DAY
,,,,9 Feb 2006,I NEED YOUR ASSISTANCE
,,,,09 Feb 2006,FUND TRANSFER
,,,,09 Feb 2006,PHILIP & ALICE DESMOND 
,,,,,unaware from Togo
,,,,9 Feb 2006,I WILL APPRECIATE YOU REPLY.
,,,,09 Feb 2006,INVESTMENT PLAN.
,,,,10 Feb 2006,DIVINE ARRANGEMENT
,,,,10 Feb 2006,REPRESENTATIVE NEEDED
,,,,10 Feb 2006,=?ISO-8859-1?Q?Bonjour/Bonn=E9e?=
,,,,10 Feb 2006,Waiting for your urgent response
,,,,10 Feb 2006,Urgent Reply
,,,,11 Feb 2006,URGENT ASSISTANCE LETTER 
,,,,11 Feb 2006,Attention!
,,,,11 Feb 2006,READ IN GOOD FAITH
,,,,,FRO MRS ELIZABETH
,,,,11 Feb 2006,PLEASE HELP US
,,,,11 Feb 2006,FROM Dr.Daniel Nando 
,,,,12 Feb 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,12 Feb 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,12 Feb 2006,From Dr.Daniel Nando
,,,,13 Feb 2006,URGENT BUSINESS  ASSISTANCE.
,,,,13 Feb 2006,PLS STAND ON MY BEHALF.
,,,,13 Feb 2006,PLEASE HELP ME
,,,,13 Feb 2006,Job offer
,,,,14 Feb 2006,MAY GOD BLESS YOU
,,,,14 Feb 2006,URGENT RESPONSE NEEDED!!!
,,,,14 Feb 2006,I await your response
,,,,15 Feb 2006,"LU, RXPONSE D'UNDERSTAND.AND EN RXPONSE."
,,,,15 Feb 2006,"LU, RXPONSE D'UNDERSTAND.AND EN RXPONSE."
,,,,15 Feb 2006,"LU, RXPONSE D'UNDERSTAND.AND EN RXPONSE."
,,,,14 Feb 2006,Please reply
,,,,15 Feb 2006,FROM MR ABDUL LAWAL (HOPE TO HEAR FROM YOU)
,,,,15 Feb 2006,URGENT REPLY NEEDED 
,,,,16 Feb 2006,CRY FOR HELP
,,,,16 Feb 2006,CRY FOR HELP
,,,,16 Feb 2006,FROM RICHARD 
,,,,16 Feb 2006,"READ,UNDERSTAND.AND ANSWER IN REPLY."
,,,,16 Feb 2006,Mr.Dawson Higginson
,,,,16 Feb 2006,Mr.Dawson Higginson
,,,,16 Feb 2006,PLEASE READ CAREFULLY AND REPLY.
,,,,17 Feb 2006,REQUEST FOR ASSISTANCE. 
,,,,,Sincerely Requesting Your Humble Assistance
,,,,16 Feb 2006,FROM Mrs NENITA VILLARAN
,,,,17 Feb 2006,VERY URGENT!!!
,,,,18 Feb 2006,TREAT VERY CONFIDENTIAL & URGENT...  
,,,,,From John Tanga!
,,,,18 Feb 2006,URGENT       
,,,,10 Feb 2006,Urgent Reply
,,,,18 Feb 2006,GOOD DAY/VERY URGENT.
,,,,18 Feb 2006,IMPORTANT
,,,,19 Feb 2006,RESPOND IF YOU ARE WILLING TO HELP
,,,,19 Feb 2006,EUROPEAN UNION CONSTRUCTION CONTRACT AWARDING COMMITTE
,,,,19 Feb 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,19 Feb 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,19 Feb 2006,GOLD FOR SELL (500KG) CONTACT IMMEDIATELY
,,,,20 Feb 2006,KIND UNDERSTANING FROM MRS AMINA  BELLO 
,,,,20 Feb 2006,Sincere Assistance Needed
,,,,19 Feb 2006,HELLO FROM ALI SAITA      URGENT REPLY PLS
,,,,19 Feb 2006,=?ISO-8859-1?Q? HELLO=20FROM=20ALI=20=20ASITA=20=20=20=20URGENT=20REPLY=20PLS=20(aucun=20r=E9sultat=20trouv=E9)?=
,,,,19 Feb 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.2
,,,,20 Feb 2006,"Mr.Mandla Sizwe,"
,,,,20 Feb 2006,Project Partnership
,,,,20 Feb 2006,I NEED YOUR ASSISTANCE
,,,,20 Feb 2006,I NEED YOUR ASSISTANCE
,,,,20 Feb 2006,Regarding Andrew
,,,,20 Feb 2006,"the wife of late Brigadier AL-Jubril Dogo from Dafur Region, Sudan"
,,,,21 Feb 2006,VERY URGENT!!!
,,,,21 Feb 2006,VERY URGENT!!!
,,,,,"URGENT  REPLY  PLEASE,PLEASE"
,,,,21 Feb 2006,private offer
,,,,21 Feb 2006,LOOKING FORWARD TO YOUR PROMPT RESPONSE
,,,,21 Feb 2006,Greeting from Dubai.
,,,,22 Feb 2006,Sincere Assistance Needed
,,,,22 Feb 2006,INVESTMENT FUNDS.
,,,,22 Feb 2006,VERY VERY URGENT
,,,,21 Feb 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES.
,,,,22 Feb 2006,I NEED YOUR CO-OPERATION
,,,,22 Feb 2006,REPLY URGENT AND CALL ME.
,,,,,URGENT ASSISTANCE
,,,,23 Feb 2006,MY GREETINGS TO YOU
,,,,24 Feb 2006,FROM SGT. DANIEL SMITH.
,,,,,URGENT ATTENTION  NEEDED. PLEASE
,,,,24 Feb 2006,YOUR ATTENTION
,,,,24 Feb 2006,business proposition
,,,,24 Feb 2006,CONSIDER THIS OFFER
,,,,24 Feb 2006,REPLY SOONEST
,,,,,From Mrs Fadilah.
,,,,24 Feb 2006,PRECIOUS STONES
,,,,25 Feb 2006,
,,,,26 Feb 2006,IMPORTANT INFORMATION. 
,,,,26 Feb 2006,From Lanssana Kuyembeh
,,,,27 Feb 2006,REQUEST INVESTMENT
,,,,28 Feb 2006,YOUR ASSISTANCE PLEASE
,,,,28 Feb 2006,REQUEST INVESTMENT
,,,,28 Feb 2006,URGENT REPLY NEEDED FROM AISHA MOHAMMED
,,,,28 Feb 2006,Please From Sandra......
,,,,1 Mar 2006,KIND UNDERSTANING FROM MR BINEY
,,,,1 Mar 2006,KIND UNDERSTANING FROM MR BINEY
,,,,1 Mar 2006,FROM THE DESK OF DR .ABDULAHI
,,,,1 Mar 2006,TREAT AS URGENT AND CONFIDENTIAL.
,,,,01 Mar 2006,URGENT.
,,,,1 Mar 2006,From Richard Ohene
,,,,01 Mar 2006,CONSIDER THIS OFFER
,,,,2 Mar 2006,Sincere C-operation Needed.
,,,,01 Mar 2006,urgent reply
,,,,2 Mar 2006,help sir
,,,,2 Mar 2006,Mutual Benefit
,,,,03 Mar 2006,Memo from lisa
,,,,3 Mar 2006,Private memo
,,,,3 Mar 2006,From Ms. Johana
